,pivot,size,it,disorder,exec_time
528,random,10000,8,0.25,0.0639986991882324
529,random,10000,9,0.25,0.0770008563995361
530,random,100000,0,0.25,0.677008867263794
531,random,100000,1,0.25,0.6930129528045654
532,random,100000,2,0.25,0.7149972915649414
533,random,100000,3,0.25,0.7450160980224609
534,random,100000,4,0.25,0.6789932250976562
535,random,100000,5,0.25,0.669015645980835
536,random,100000,6,0.25,0.6769990921020508
537,random,100000,7,0.25,0.6369991302490234
538,random,100000,8,0.25,0.64300537109375
539,random,100000,9,0.25,0.6440026760101318
540,random,1000000,0,0.25,8.029016256332397
541,random,1000000,1,0.25,7.804998636245727
542,random,1000000,2,0.25,7.373000144958496
543,random,1000000,3,0.25,7.792999505996704
544,random,1000000,4,0.25,7.536003828048706
545,random,1000000,5,0.25,8.607001543045044
546,random,1000000,6,0.25,8.431016683578491
547,random,1000000,7,0.25,8.307995796203613
548,random,1000000,8,0.25,8.271998643875122
549,random,1000000,9,0.25,7.760999917984009
550,mediana,100,0,0.25,0.0009999275207519
551,mediana,100,1,0.25,0.0
552,mediana,100,2,0.25,0.0
553,mediana,100,3,0.25,0.0
554,mediana,100,4,0.25,0.0
555,mediana,100,5,0.25,0.0009946823120117
556,mediana,100,6,0.25,0.0
557,mediana,100,7,0.25,0.0010011196136474
558,mediana,100,8,0.25,0.0
559,mediana,100,9,0.25,0.0
560,mediana,1000,0,0.25,0.0039966106414794
561,mediana,1000,1,0.25,0.0030009746551513
562,mediana,1000,2,0.25,0.0050001144409179
563,mediana,1000,3,0.25,0.0030064582824707
564,mediana,1000,4,0.25,0.0039930343627929
565,mediana,1000,5,0.25,0.0060014724731445
566,mediana,1000,6,0.25,0.0039985179901123
567,mediana,1000,7,0.25,0.0050046443939208
568,mediana,1000,8,0.25,0.003986120223999
569,mediana,1000,9,0.25,0.0029940605163574
570,mediana,10000,0,0.25,0.0620012283325195
571,mediana,10000,1,0.25,0.1270008087158203
572,mediana,10000,2,0.25,0.1069996356964111
573,mediana,10000,3,0.25,0.1079974174499511
574,mediana,10000,4,0.25,0.1049988269805908
575,mediana,10000,5,0.25,0.047997236251831
576,mediana,10000,6,0.25,0.0410182476043701
577,mediana,10000,7,0.25,0.038003921508789
578,mediana,10000,8,0.25,0.0470004081726074
579,mediana,10000,9,0.25,0.1000063419342041
580,mediana,100000,0,0.25,0.6709940433502197
581,mediana,100000,1,0.25,0.7659969329833984
582,mediana,100000,2,0.25,0.5069878101348877
583,mediana,100000,3,0.25,0.4880170822143554
584,mediana,100000,4,0.25,0.4699904918670654
585,mediana,100000,5,0.25,0.4479944705963135
586,mediana,100000,6,0.25,0.4289989471435547
587,mediana,100000,7,0.25,0.5079975128173828
588,mediana,100000,8,0.25,0.8139986991882324
589,mediana,100000,9,0.25,0.4719951152801513
590,mediana,1000000,0,0.25,6.352998733520508
591,mediana,1000000,1,0.25,6.163997888565064
592,mediana,1000000,2,0.25,5.556003093719482
593,mediana,1000000,3,0.25,5.938002109527588
594,mediana,1000000,4,0.25,6.909998655319214
595,mediana,1000000,5,0.25,7.518019914627075
596,mediana,1000000,6,0.25,10.02204966545105
