,pivot,size,it,disorder,exec_time
330,primeiro,100000,0,0.25,0.7270145416259766
331,primeiro,100000,1,0.25,0.6860063076019287
332,primeiro,100000,2,0.25,0.7790024280548096
333,primeiro,100000,3,0.25,0.7189981937408447
334,primeiro,100000,4,0.25,0.8769898414611816
335,primeiro,100000,5,0.25,0.7739975452423096
336,primeiro,100000,6,0.25,0.8699991703033447
337,primeiro,100000,7,0.25,0.9649994373321533
338,primeiro,100000,8,0.25,1.2920022010803223
339,primeiro,100000,9,0.25,1.1079998016357422
340,primeiro,1000000,0,0.25,11.343001127243042
341,primeiro,1000000,1,0.25,12.154065370559692
342,primeiro,1000000,2,0.25,9.454977750778198
343,primeiro,1000000,3,0.25,9.18645167350769
344,primeiro,1000000,4,0.25,9.857999563217163
345,primeiro,1000000,5,0.25,9.700997352600098
346,primeiro,1000000,6,0.25,8.57000184059143
347,primeiro,1000000,7,0.25,10.668563604354858
348,primeiro,1000000,8,0.25,9.756001234054565
349,primeiro,1000000,9,0.25,10.205997467041016
350,centro,100,0,0.25,0.0
351,centro,100,1,0.25,0.0
352,centro,100,2,0.25,0.0
353,centro,100,3,0.25,0.0
354,centro,100,4,0.25,0.0
355,centro,100,5,0.25,0.0
356,centro,100,6,0.25,0.0009987354278564453
357,centro,100,7,0.25,0.0
358,centro,100,8,0.25,0.0
359,centro,100,9,0.25,0.0
360,centro,1000,0,0.25,0.0030014514923095703
361,centro,1000,1,0.25,0.002000093460083008
362,centro,1000,2,0.25,0.003000020980834961
363,centro,1000,3,0.25,0.001999378204345703
364,centro,1000,4,0.25,0.0030007362365722656
365,centro,1000,5,0.25,0.0019989013671875
366,centro,1000,6,0.25,0.0020008087158203125
367,centro,1000,7,0.25,0.004999637603759766
368,centro,1000,8,0.25,0.004000425338745117
369,centro,1000,9,0.25,0.0029997825622558594
370,centro,10000,0,0.25,0.0410003662109375
371,centro,10000,1,0.25,0.03399848937988281
372,centro,10000,2,0.25,0.0319981575012207
373,centro,10000,3,0.25,0.03099989891052246
374,centro,10000,4,0.25,0.03399944305419922
375,centro,10000,5,0.25,0.03099966049194336
376,centro,10000,6,0.25,0.030999183654785156
377,centro,10000,7,0.25,0.03400158882141113
378,centro,10000,8,0.25,0.03899741172790527
379,centro,10000,9,0.25,0.03200101852416992
380,centro,100000,0,0.25,0.41300010681152344
381,centro,100000,1,0.25,0.4499993324279785
382,centro,100000,2,0.25,0.41700005531311035
383,centro,100000,3,0.25,0.4550008773803711
384,centro,100000,4,0.25,0.4080016613006592
385,centro,100000,5,0.25,0.4810018539428711
386,centro,100000,6,0.25,0.4510030746459961
387,centro,100000,7,0.25,0.4199957847595215
388,centro,100000,8,0.25,0.5240011215209961
389,centro,100000,9,0.25,0.4830002784729004
390,centro,1000000,0,0.25,5.032996654510498
391,centro,1000000,1,0.25,5.005001544952393
392,centro,1000000,2,0.25,6.553001642227173
393,centro,1000000,3,0.25,6.943002223968506
394,centro,1000000,4,0.25,7.055999755859375
395,centro,1000000,5,0.25,5.509999752044678
396,centro,1000000,6,0.25,5.009996175765991
397,centro,1000000,7,0.25,6.367002248764038
398,centro,1000000,8,0.25,7.111999034881592
399,centro,1000000,9,0.25,8.013015508651733
400,media3,100,0,0.25,0.0009989738464355469
401,media3,100,1,0.25,0.0
402,media3,100,2,0.25,0.0
403,media3,100,3,0.25,0.0010008811950683594
404,media3,100,4,0.25,0.0
405,media3,100,5,0.25,0.0
406,media3,100,6,0.25,0.0
407,media3,100,7,0.25,0.000997781753540039
408,media3,100,8,0.25,0.0
409,media3,100,9,0.25,0.0
410,media3,1000,0,0.25,0.0029976367950439453
411,media3,1000,1,0.25,0.002001047134399414
412,media3,1000,2,0.25,0.0029997825622558594
413,media3,1000,3,0.25,0.0030002593994140625
414,media3,1000,4,0.25,0.005006313323974609
415,media3,1000,5,0.25,0.0029997825622558594
416,media3,1000,6,0.25,0.003998756408691406
417,media3,1000,7,0.25,0.004997968673706055
418,media3,1000,8,0.25,0.005000114440917969
419,media3,1000,9,0.25,0.005998134613037109
420,media3,10000,0,0.25,0.04399824142456055
421,media3,10000,1,0.25,0.035016775131225586
422,media3,10000,2,0.25,0.04698610305786133
423,media3,10000,3,0.25,0.04899859428405762
424,media3,10000,4,0.25,0.05199837684631348
425,media3,10000,5,0.25,0.04600167274475098
426,media3,10000,6,0.25,0.03799843788146973
427,media3,10000,7,0.25,0.056000471115112305
428,media3,10000,8,0.25,0.034998178482055664
429,media3,10000,9,0.25,0.03600025177001953
430,media3,100000,0,0.25,0.508995532989502
431,media3,100000,1,0.25,0.5730032920837402
432,media3,100000,2,0.25,0.4940004348754883
433,media3,100000,3,0.25,0.45099735260009766
434,media3,100000,4,0.25,0.546001672744751
435,media3,100000,5,0.25,0.5540001392364502
436,media3,100000,6,0.25,0.46501731872558594
437,media3,100000,7,0.25,0.5939781665802002
438,media3,100000,8,0.25,0.44700121879577637
439,media3,100000,9,0.25,0.44500184059143066
440,media3,1000000,0,0.25,5.156019449234009
441,media3,1000000,1,0.25,5.952992677688599
442,media3,1000000,2,0.25,7.521998882293701
443,media3,1000000,3,0.25,6.288002967834473
444,media3,1000000,4,0.25,6.101999521255493
445,media3,1000000,5,0.25,5.245994329452515
446,media3,1000000,6,0.25,5.596996545791626
447,media3,1000000,7,0.25,5.5220019817352295
448,media3,1000000,8,0.25,5.9620068073272705
449,media3,1000000,9,0.25,6.8420021533966064
450,random,100,0,0.25,0.0
451,random,100,1,0.25,0.0009996891021728516
452,random,100,2,0.25,0.0
453,random,100,3,0.25,0.00099945068359375
454,random,100,4,0.25,0.0009999275207519531
455,random,100,5,0.25,0.0009984970092773438
456,random,100,6,0.25,0.0010037422180175781
457,random,100,7,0.25,0.0009968280792236328
458,random,100,8,0.25,0.0010008811950683594
459,random,100,9,0.25,0.0010004043579101562
460,random,1000,0,0.25,0.009001731872558594
461,random,1000,1,0.25,0.009999752044677734
462,random,1000,2,0.25,0.01200103759765625
463,random,1000,3,0.25,0.011998653411865234
464,random,1000,4,0.25,0.00999760627746582
465,random,1000,5,0.25,0.00900125503540039
466,random,1000,6,0.25,0.011000394821166992
467,random,1000,7,0.25,0.011001110076904297
468,random,1000,8,0.25,0.01199960708618164
469,random,1000,9,0.25,0.012000083923339844
470,random,10000,0,0.25,0.11100530624389648
471,random,10000,1,0.25,0.11200070381164551
472,random,10000,2,0.25,0.13099884986877441
473,random,10000,3,0.25,0.09999918937683105
474,random,10000,4,0.25,0.09499835968017578
475,random,10000,5,0.25,0.11299824714660645
476,random,10000,6,0.25,0.1139993667602539
477,random,10000,7,0.25,0.12399792671203613
478,random,10000,8,0.25,0.15299630165100098
479,random,10000,9,0.25,0.17800140380859375
480,random,100000,0,0.25,1.6909995079040527
481,random,100000,1,0.25,1.8829970359802246
482,random,100000,2,0.25,1.8190019130706787
483,random,100000,3,0.25,1.5179989337921143
484,random,100000,4,0.25,1.5125136375427246
485,random,100000,5,0.25,1.5940022468566895
486,random,100000,6,0.25,1.662684440612793
487,random,100000,7,0.25,1.726996660232544
488,random,100000,8,0.25,1.6910018920898438
489,random,100000,9,0.25,1.6200003623962402
490,random,1000000,0,0.25,13.51599383354187
491,random,1000000,1,0.25,12.317000150680542
492,random,1000000,2,0.25,10.506000757217407
493,random,1000000,3,0.25,10.240001916885376
494,random,1000000,4,0.25,9.842975378036499
495,random,1000000,5,0.25,9.622984409332275
496,random,1000000,6,0.25,8.964115142822266
497,random,1000000,7,0.25,8.883996725082397
498,random,1000000,8,0.25,9.027015447616577
499,random,1000000,9,0.25,8.823998212814331
500,mediana,100,0,0.25,0.0010004043579101562
501,mediana,100,1,0.25,0.0019986629486083984
502,mediana,100,2,0.25,0.0009999275207519531
503,mediana,100,3,0.25,0.001995086669921875
504,mediana,100,4,0.25,0.001990795135498047
505,mediana,100,5,0.25,0.001999378204345703
506,mediana,100,6,0.25,0.0010199546813964844
507,mediana,100,7,0.25,0.001995563507080078
508,mediana,100,8,0.25,0.0020012855529785156
509,mediana,100,9,0.25,0.000997781753540039
510,mediana,1000,0,0.25,0.016983747482299805
511,mediana,1000,1,0.25,0.017017126083374023
512,mediana,1000,2,0.25,0.019984006881713867
513,mediana,1000,3,0.25,0.015999794006347656
514,mediana,1000,4,0.25,0.016998291015625
515,mediana,1000,5,0.25,0.018001317977905273
516,mediana,1000,6,0.25,0.02500128746032715
517,mediana,1000,7,0.25,0.020998477935791016
518,mediana,1000,8,0.25,0.016997098922729492
519,mediana,1000,9,0.25,0.019002437591552734
520,mediana,10000,0,0.25,0.22099947929382324
521,mediana,10000,1,0.25,0.20900511741638184
522,mediana,10000,2,0.25,0.21901369094848633
523,mediana,10000,3,0.25,0.2779970169067383
524,mediana,10000,4,0.25,0.21699881553649902
525,mediana,10000,5,0.25,0.21200060844421387
526,mediana,10000,6,0.25,0.21499919891357422
527,mediana,10000,7,0.25,0.21899962425231934
528,mediana,10000,8,0.25,0.21699929237365723
529,mediana,10000,9,0.25,0.21500587463378906
530,mediana,100000,0,0.25,1.9200026988983154
531,mediana,100000,1,0.25,2.1869935989379883
532,mediana,100000,2,0.25,2.0989983081817627
533,mediana,100000,3,0.25,2.157999277114868
