,pivot,size,it,disorder,exec_time
422,ultimo,10000,2,0.25,0.061007022857666016
423,ultimo,10000,3,0.25,0.07899737358093262
424,ultimo,10000,4,0.25,0.08199858665466309
425,ultimo,10000,5,0.25,0.09599852561950684
426,ultimo,10000,6,0.25,0.08999919891357422
427,ultimo,10000,7,0.25,0.07199954986572266
428,ultimo,10000,8,0.25,0.09699487686157227
429,ultimo,10000,9,0.25,0.09699559211730957
430,ultimo,100000,0,0.25,0.9790029525756836
431,ultimo,100000,1,0.25,0.9329991340637207
432,ultimo,100000,2,0.25,0.9730160236358643
433,ultimo,100000,3,0.25,1.0179836750030518
434,ultimo,100000,4,0.25,0.8250150680541992
435,ultimo,100000,5,0.25,0.8520176410675049
436,ultimo,100000,6,0.25,0.6860044002532959
437,ultimo,100000,7,0.25,0.77301025390625
438,ultimo,100000,8,0.25,0.774010181427002
439,ultimo,100000,9,0.25,0.8090007305145264
440,ultimo,1000000,0,0.25,9.029017448425293
441,ultimo,1000000,1,0.25,9.340015888214111
442,ultimo,1000000,2,0.25,13.124828338623047
443,ultimo,1000000,3,0.25,10.916609287261963
444,ultimo,1000000,4,0.25,10.130017042160034
445,ultimo,1000000,5,0.25,10.01098346710205
446,ultimo,1000000,6,0.25,11.014243602752686
447,ultimo,1000000,7,0.25,10.10953402519226
448,ultimo,1000000,8,0.25,9.817531824111938
449,ultimo,1000000,9,0.25,13.209999084472656
450,centro,100,0,0.25,0.0009992122650146484
451,centro,100,1,0.25,0.0
452,centro,100,2,0.25,0.0
453,centro,100,3,0.25,0.0009992122650146484
454,centro,100,4,0.25,0.0
455,centro,100,5,0.25,0.0
456,centro,100,6,0.25,0.0009999275207519531
457,centro,100,7,0.25,0.0
458,centro,100,8,0.25,0.0
459,centro,100,9,0.25,0.0
460,centro,1000,0,0.25,0.0030007362365722656
461,centro,1000,1,0.25,0.003997802734375
462,centro,1000,2,0.25,0.0030024051666259766
463,centro,1000,3,0.25,0.003998279571533203
464,centro,1000,4,0.25,0.00400090217590332
465,centro,1000,5,0.25,0.0030031204223632812
466,centro,1000,6,0.25,0.003000974655151367
467,centro,1000,7,0.25,0.0040013790130615234
468,centro,1000,8,0.25,0.007006406784057617
469,centro,1000,9,0.25,0.0039920806884765625
470,centro,10000,0,0.25,0.04699873924255371
471,centro,10000,1,0.25,0.05699944496154785
472,centro,10000,2,0.25,0.05100297927856445
473,centro,10000,3,0.25,0.05099964141845703
474,centro,10000,4,0.25,0.05499863624572754
475,centro,10000,5,0.25,0.04399847984313965
476,centro,10000,6,0.25,0.04999804496765137
477,centro,10000,7,0.25,0.040998220443725586
478,centro,10000,8,0.25,0.03800177574157715
479,centro,10000,9,0.25,0.03600144386291504
480,centro,100000,0,0.25,0.48223400115966797
481,centro,100000,1,0.25,0.4349946975708008
482,centro,100000,2,0.25,0.48699355125427246
483,centro,100000,3,0.25,0.48699474334716797
484,centro,100000,4,0.25,0.5075685977935791
485,centro,100000,5,0.25,0.46741366386413574
486,centro,100000,6,0.25,0.5789875984191895
487,centro,100000,7,0.25,0.7325191497802734
488,centro,100000,8,0.25,0.7300021648406982
489,centro,100000,9,0.25,0.6349999904632568
490,centro,1000000,0,0.25,7.376980304718018
491,centro,1000000,1,0.25,6.927000522613525
492,centro,1000000,2,0.25,5.3410046100616455
493,centro,1000000,3,0.25,5.311997890472412
494,centro,1000000,4,0.25,7.021000385284424
495,centro,1000000,5,0.25,4.425990581512451
496,centro,1000000,6,0.25,4.947985649108887
497,centro,1000000,7,0.25,4.412010192871094
498,centro,1000000,8,0.25,4.626995086669922
499,centro,1000000,9,0.25,4.541999101638794
500,media3,100,0,0.25,0.0009984970092773438
501,media3,100,1,0.25,0.0
502,media3,100,2,0.25,0.0
503,media3,100,3,0.25,0.0
504,media3,100,4,0.25,0.0009999275207519531
505,media3,100,5,0.25,0.0
506,media3,100,6,0.25,0.0
507,media3,100,7,0.25,0.0
508,media3,100,8,0.25,0.0
509,media3,100,9,0.25,0.0010116100311279297
510,media3,1000,0,0.25,0.00199127197265625
511,media3,1000,1,0.25,0.002997159957885742
512,media3,1000,2,0.25,0.0030117034912109375
513,media3,1000,3,0.25,0.0019991397857666016
514,media3,1000,4,0.25,0.0020012855529785156
515,media3,1000,5,0.25,0.002998828887939453
516,media3,1000,6,0.25,0.0030002593994140625
517,media3,1000,7,0.25,0.0029866695404052734
518,media3,1000,8,0.25,0.0020143985748291016
519,media3,1000,9,0.25,0.0020003318786621094
520,media3,10000,0,0.25,0.03099966049194336
521,media3,10000,1,0.25,0.033004045486450195
522,media3,10000,2,0.25,0.03701663017272949
523,media3,10000,3,0.25,0.033005475997924805
524,media3,10000,4,0.25,0.040000200271606445
525,media3,10000,5,0.25,0.03898024559020996
526,media3,10000,6,0.25,0.03599739074707031
527,media3,10000,7,0.25,0.03399944305419922
528,media3,10000,8,0.25,0.03301596641540527
529,media3,10000,9,0.25,0.03700828552246094
530,media3,100000,0,0.25,0.4089810848236084
531,media3,100000,1,0.25,0.3989992141723633
532,media3,100000,2,0.25,0.4049997329711914
533,media3,100000,3,0.25,0.40198612213134766
534,media3,100000,4,0.25,0.42200660705566406
535,media3,100000,5,0.25,0.44701457023620605
536,media3,100000,6,0.25,0.44301795959472656
537,media3,100000,7,0.25,0.4909994602203369
538,media3,100000,8,0.25,0.4100167751312256
539,media3,100000,9,0.25,0.41501855850219727
540,media3,1000000,0,0.25,4.903994560241699
541,media3,1000000,1,0.25,5.082996129989624
542,media3,1000000,2,0.25,4.967005014419556
543,media3,1000000,3,0.25,4.719983100891113
544,media3,1000000,4,0.25,5.002997636795044
545,media3,1000000,5,0.25,4.721999645233154
546,media3,1000000,6,0.25,5.151017904281616
547,media3,1000000,7,0.25,4.868022203445435
548,media3,1000000,8,0.25,5.0198705196380615
549,media3,1000000,9,0.25,4.829976320266724
550,random,100,0,0.25,0.0
551,random,100,1,0.25,0.0010013580322265625
552,random,100,2,0.25,0.0
553,random,100,3,0.25,0.0010139942169189453
554,random,100,4,0.25,0.0
555,random,100,5,0.25,0.0009963512420654297
556,random,100,6,0.25,0.0
557,random,100,7,0.25,0.0
558,random,100,8,0.25,0.0010039806365966797
559,random,100,9,0.25,0.0
560,random,1000,0,0.25,0.004999637603759766
561,random,1000,1,0.25,0.004999637603759766
562,random,1000,2,0.25,0.0050008296966552734
563,random,1000,3,0.25,0.003995656967163086
564,random,1000,4,0.25,0.003994941711425781
565,random,1000,5,0.25,0.003989696502685547
566,random,1000,6,0.25,0.003999948501586914
567,random,1000,7,0.25,0.0040051937103271484
568,random,1000,8,0.25,0.004004240036010742
569,random,1000,9,0.25,0.004996299743652344
570,random,10000,0,0.25,0.05399894714355469
571,random,10000,1,0.25,0.05299019813537598
572,random,10000,2,0.25,0.05600428581237793
573,random,10000,3,0.25,0.06101250648498535
574,random,10000,4,0.25,0.05401277542114258
575,random,10000,5,0.25,0.05500006675720215
576,random,10000,6,0.25,0.05798649787902832
577,random,10000,7,0.25,0.05501294136047363
578,random,10000,8,0.25,0.05201005935668945
579,random,10000,9,0.25,0.052011728286743164
580,random,100000,0,0.25,0.6380050182342529
581,random,100000,1,0.25,0.6249947547912598
582,random,100000,2,0.25,0.6750109195709229
583,random,100000,3,0.25,0.7040009498596191
584,random,100000,4,0.25,0.7669949531555176
585,random,100000,5,0.25,0.684999942779541
586,random,100000,6,0.25,0.7129838466644287
587,random,100000,7,0.25,0.6680142879486084
588,random,100000,8,0.25,0.6950020790100098
589,random,100000,9,0.25,0.7250175476074219
590,random,1000000,0,0.25,7.351018905639648
591,random,1000000,1,0.25,7.296014070510864
592,random,1000000,2,0.25,7.519998788833618
593,random,1000000,3,0.25,7.276981592178345
594,random,1000000,4,0.25,7.3480141162872314
595,random,1000000,5,0.25,7.729998826980591
596,random,1000000,6,0.25,7.43999981880188
597,random,1000000,7,0.25,7.4649786949157715
598,random,1000000,8,0.25,7.695992469787598
599,random,1000000,9,0.25,7.540998697280884
600,mediana,100,0,0.25,0.003002643585205078
